Parent Itemnumber,Child Itemnumber,Item description,Itemnumber,Conversion,Conversion Required,,Points of Attention,Amazon,Used in Amazon,TEMP SubsetLookup,TEMP SubsetLookup NEW,Review Comment Dennis,VI Progress Status,VI Progress Status Comment,Spec Item,Parent Spec Item,Markcode,PDB item,Loeka --> ESOT lib,Conversion,OK to start,Started,Reference PartGroup Revision ,dotM: 026208 range,New Model ,Reviewed,Reviewed,Ready,Released,Fixed colour,Documentation,nldge,Total number of Objects,Unidentified Objects [0/1],Conversion Required = No [0/1],Conversion Required = Yes [0/1],Conversion Required =? [0/1],In Analysis,OK to start Conversion = Yes [0/1],In Progress [0/1],Ready for Release [0/1],Released [0/1],Total number of Objects,Unidentified Objects [0/1],Conversion Required = No [0/1],Conversion Required = Yes [0/1],Conversion Required =? [0/1],In Analysis,OK to start Conversion = Yes [0/1],In Progress [0/1],Ready for Release [0/1],Released [0/1]
006002-17017,,Prefab cable,006002-17017,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006002-17022,,Prefab cable,006002-17022,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006002-17023,,Prefab cable,006002-17023,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006002-17024,,Prefab cable,006002-17024,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006002-17025,,Prefab cable,006002-17025,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006002-17026,,"Cable Winsta MIDI male/female 3x2,5mmý L=1m UL black",006002-17026,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006002-17027,,"Cable Winsta MIDI male/female 3x2,5mmý L=2m UL black",006002-17027,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006002-17028,,"Cable Winsta MIDI male/female 3x2,5mmý L=3m UL black",006002-17028,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006002-17029,,"Cable Winsta MIDI male/female 3x2,5mmý L=4m UL black",006002-17029,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006002-17031,,"Cable Winsta MIDI male/female 3x2,5mmý L=6m UL black",006002-17031,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006002-17036,,"Cable Winsta MIDI male/female 3x2,5mmý L=7m UL black",006002-17036,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006002-17037,,Prefab cable,006002-17037,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006002-17108,,Connector Winsta H-distributor 1M/2F 3p,006002-17108,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006002-17110,,Mounting plate Winsta black,006002-17110,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006002-17111,,Connector Winsta 400Vac 5p 25A black,006002-17111,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006002-17115,,Connector Winsta female 5p straight 400V 25A black spring clamp terminal,006002-17115,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006003-02102,,Cable eyes M5/130-102 blue,006003-02102,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006003-02180,,"Blind pop rivet 5x5,2 GND terminal F6.3 copper PMC46/01",006003-02180,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006003-02536,,Mounting rail perforated TS35/15,006003-02536,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006003-02570,,Code strip P-SS-ZB100,006003-02570,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006003-02571,,Marking Labels (20 x 8 mm) SS-ZB WH,006003-02571,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006003-02778,,Comfort handle with lock for VX,006003-02778,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006003-02905,,"Tie-wrap 92x2,4mm natural PA6.6 stainless steel locking barb",006003-02905,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006003-02907,,"Tie-wrap 361x4,8mm natural PA6.6 stainless steel locking barb",006003-02907,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006003-02910,,"Tie-wrap 204x3,6mm natural PA6.6 stainless steel locking barb",006003-02910,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006003-02911,,"Tie-wrap 200x2,5mm natural PA6.6 plastic locking barb",006003-02911,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006003-02961,,"Tie-wrap 119x9,7mm ladder style push mounting black PA6.6 8-30mm",006003-02961,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006003-02965,,"Junction box IP65, Attema AK1",006003-02965,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006003-03368,,"Sleeve hostalit ?1""",006003-03368,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006003-03369,,"Sleeve hostalit ?3/4""",006003-03369,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006003-03371,,"Tube hostalit ?3/4""",006003-03371,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006003-03372,,"Tube hostalit ?1""",006003-03372,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006003-03375,,Quick pipe M20,006003-03375,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006003-03376,,Quick pipe M25,006003-03376,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006003-03377,,Quick pipe M32,006003-03377,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006003-03474,,Plug power CEE 3p 16A,006003-03474,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006004-00130,,Motor isolater 3p+N 20A T0-2-8900/I1/SVB-SW,006004-00130,N/A,No,No Fixed Coloured Items,,No,,No,No,,,,Yes,-,.M # EM Components & Supports,Yes,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
006005-00612,,Code support KLM 3,006005-00612,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006005-00690,,Label self-adhesive ETS-E (ground symbol),006005-00690,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006005-00890,,Opto coupler EMG 10-OE-24DC/48DC/100,006005-00890,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006005-00902,,Optocoupler DEK-OE-5DC/24DC/100KHZ-G,006005-00902,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006005-01395,,Modlink MSDD frame set 2-way,006005-01395,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006005-01405,,"Outlet socket 1 plug module 250Vac 13A ""Great Britain"" (BS)",006005-01405,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006005-01500,,Terminal fuse block for 5x20mm fuse with LED blown fuse indicator,006005-01500,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006005-02177,,Connecting terminal 5-conductor terminal with operating levers,006005-02177,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006005-02200,,Power terminal block AKG 4 GNYE,006005-02200,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006005-02714,,Push-in terminal PT 6,006005-02714,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006005-02715,,Push-in terminal PT 6 BU,006005-02715,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006005-02717,,Push-in terminal end plate D-PT 6,006005-02717,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006005-02718,,Push-in terminal PT 6-TWIN,006005-02718,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006005-02719,,Push-in terminal PT 6-TWIN BU,006005-02719,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006005-02721,,Push-in terminal end plate D-PT 6-TWIN,006005-02721,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006005-02722,,Push-in terminal PT 10,006005-02722,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006005-02723,,Push-in terminal PT 10 BU,006005-02723,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006005-02725,,Push-in terminal end plate D-PT 10,006005-02725,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006005-02730,,Push-in terminal PT 16 N,006005-02730,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006005-02731,,Push-in terminal PT 16 N BU,006005-02731,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006005-02733,,Push-in terminal end plate D-PT 16 N,006005-02733,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006005-02738,,Push-in terminal PTPOWER 35,006005-02738,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006005-02739,,Push-in terminal PTPOWER 35 BU,006005-02739,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006005-02744,,Terminal push-in,006005-02744,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006005-02745,,Push-in terminal PTPOWER 50 BU,006005-02745,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006005-02746,,Push-in terminal PTPOWER 50-PE,006005-02746,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006005-02774,,"Push-in terminal 2p 0,5-16mmý AWG 20-6 grey",006005-02774,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006005-02775,,"Push-in terminal 2p 0,5-16mmý AWG 20-6 blue",006005-02775,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006007-70004,,Fuse 1A 5x20mm,006007-70004,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006007-81079,,Notching and cutting tool including battery and battery charger and instructions and suitcase,006007-81079,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006007-81080,,Railholder pliers,006007-81080,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006007-81081,,CR Tool for Bending Conductor Rail Wampfler Nr. 081081,006007-81081,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006007-81082,,Alignment pin,006007-81082,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006007-81085,,Shuttle hooks ÿAdapto,006007-81085,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006007-84005,,CR assy 3 pole current collect,006007-84005,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006008-06575,,Mounting Bracket CM50XLGS,006008-06575,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006010-00203,,Flat cable 7G4mmý rubber EVA HF black,006010-00203,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006010-00211,,Seal plate for 7-P flat cable,006010-00211,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006011-01775,,Remlive 24i Isolator / Disconnect Check,006011-01775,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006011-01814,,Contactor miniature 100-K AC3 400V=5A 24Vdc 3 main contact aux 1NO,006011-01814,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006011-01918,,Surge suppressor varistor 24-48Vac / 24-70Vdc for size S0,006011-01918,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006011-01922,,"Contactor 400V 9A 3p 4,0kW AC3 / auxiliary 1NC 24Vdc spring connection",006011-01922,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006011-01925,,Contactor 400V 3p 11kW 25A AC3 / auxiliary 1NO+1NC 24Vdc spring clamp terminal,006011-01925,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006011-02061,,Wiring module top for contactor assembly S00 without gap,006011-02061,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006011-11333,,Pull cord rope eye,006011-11333,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006012-05343,,Fuse link gG/gL 50A NH000,006012-05343,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006012-05490,,Auxiliary contact block 2NO screw terminals for MCB,006012-05490,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006012-07418,,Circuit breaker 230/400V 1p 6A C-char 20kA screw terminal,006012-07418,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006012-07421,,Circuit breaker 230/400V 2p 6A B-char 20kA screw terminal,006012-07421,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006012-07422,,Circuit breaker 230/400V 2p 10A B-char 20kA screw terminal,006012-07422,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006012-07423,,Circuit breaker 230/400V 1p 16A B-char 20kA screw terminal,006012-07423,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006012-07448,,Circuit breaker 230/400V 2p 6A C-char 20kA screw terminal,006012-07448,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006012-07450,,Circuit breaker 230/400V 2p 10A C-char 20kA screw terminal,006012-07450,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006012-07568,,Circuit breaker 230/400V 3p 6A C-char 20kA screw terminal,006012-07568,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006012-07570,,Circuit breaker 230/400V 4p 10A C-char 20kA screw terminal,006012-07570,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006012-07571,,Circuit breaker 230/400V 3p 10A C-char 20kA screw terminal,006012-07571,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006012-07572,,Circuit breaker 230/400V 3p 16A C-char 20kA screw terminal,006012-07572,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006012-07573,,Circuit breaker 230/400V 3p 25A C-char 20kA screw terminal,006012-07573,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006012-07592,,Circuit breaker 230/400V 4p 16A C-char 20kA screw terminal,006012-07592,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006012-13201,,Footswitch without cover MOM,006012-13201,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006013-10254,,Single-flash light yellow 24Vdc signaling column,006013-10254,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,Yes,-,,Yes,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006013-10260,,Light column continuous light element LED GR 24Vac/dc,006013-10260,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006013-10261,,Light column continuous light element LED RD 24Vac/dc,006013-10261,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,Yes,-,,Yes,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006013-10262,,Light column continuous light element LED BL 24Vac/dc,006013-10262,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,Yes,-,,Yes,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006013-10263,,Light column continuous light element LED WH 24Vac/dc,006013-10263,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,Yes,-,,Yes,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
006013-10264,,Light column continuous light element LED YL 24Vac/dc,006013-10264,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,Yes,-,,Yes,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
